App,Rating,Size,Installs,Category
DCUO|CR Calculator Pro,0.8999999999999999,0.016916437897221262,4.99000000499e-07,C
CR & CoC Private Server - Clash Barbarians PRO,0.8999999999999999,0.049919243135666536,0.000499999000499999,C
B&H Photo Video Pro Audio,0.8999999999999999,0.30994134501432624,0.000999999000999999,C
Blood Glucose Tracker,0.8999999999999999,0.034917968027282316,9.999900009999899e-05,C
My CU - Caucasus University,0.8999999999999999,0.07292119830185566,9.99000000999e-07,C
Tropical Financial CU,0.8999999999999999,0.1399268937859718,9.999000009999e-06,C
Space Shooter : Galaxy Attack,0.8999999999999999,0.39994899566463155,0.009999999009999998,A
BU Calculator,0.8999999999999999,0.03091762799837986,9.99000000999e-07,C
Five Nights at Freddy's 4,0.8999999999999999,0.44995324602591225,9.999900009999899e-05,C
Loved by King Bs,0.8999999999999999,0.8499872489161578,9.999900009999899e-05,C
WebCams,0.8999999999999999,0.22993454443627712,9.999900009999899e-05,C
Map of Cyprus offline,0.8999999999999999,0.20993284429176481,9.999000009999e-06,C
BS CS IT & SE,0.8999999999999999,0.0689208582729532,9.99000000999e-07,C
Norton Security and Antivirus,0.8999999999999999,0.25993709465304554,0.009999999009999998,C
Theme for Tecno Camon CX / C8,0.8999999999999999,0.09792332348249601,9.999000009999e-06,C
Marked by King Bs,0.8999999999999999,0.579964296965242,0.000499999000499999,C
Bi-Tank,0.8999999999999999,0.1799302940749964,4.9000000049000004e-08,C
AW TeamUp,0.8999999999999999,0.16992944400274027,4.99000000499e-07,C
AW Training,0.8999999999999999,0.16992944400274027,9.99000000999e-07,C
Morse Notifier Free,0.8999999999999999,0.029917542991154247,9.99000000999e-07,C
Koch Morse Trainer Pro,0.8999999999999999,0.01091592785386758,9.99000000999e-07,C
AX Battery Saver,0.8999999999999999,0.029917542991154247,9.999900009999899e-05,C
Educators CU Mobile Banking,0.8999999999999999,0.23993539450853324,4.9999000049999e-05,C
Axetatic - Axe Throwing Game,0.8999999999999999,0.30994134501432624,9.99000000999e-07,C
Morse Trainer for Ham Radio,0.8999999999999999,0.025917202962251792,9.999000009999e-06,C
IZ2UUF Morse Koch CW,0.8999999999999999,0.008285704284864215,4.9999000049999e-05,C
Zlax.io Zombs Luv Ax,0.8999999999999999,0.3199421950865824,0.000499999000499999,C
AX Selfie,0.8999999999999999,0.0339178830200567,4.99000000499e-07,C
Pinoy Kid Song Ako ay may Lobo,0.8999999999999999,0.16992944400274027,9.999000009999e-06,C
VisualCV Resume Builder,0.8999999999999999,0.15992859393048411,9.999900009999899e-05,C
Permit Test AZ Arizona MVD DOT,0.8999999999999999,0.10992434356920339,9.999000009999e-06,C
How to Write CV,0.8999999999999999,0.040918468069785933,9.999900009999899e-05,C
Resume Builder - Free CV Maker & Premium Templates,0.8999999999999999,0.05591975317902022,9.999900009999899e-05,C
Arabic Alphabet Alif Ba Ta Wooden Blocks,0.8999999999999999,0.16992944400274027,9.999000009999e-06,C
Let's Learn Alif Ba Ta,0.8999999999999999,0.5999659971097543,9.999000009999e-06,C
CV Engineer - Free Resume Maker & CV Templates,0.8999999999999999,0.037918223048959164,9.999000009999e-06,C
Inst Download - Video & Photo,0.8999999999999999,0.03291779801283109,0.009999999009999998,C
Daily Murli Saar Widget,0.8999999999999999,0.0044553787071901114,9.999000009999e-06,C
"The Report, Fox, Breitbart - Conservative News",0.8999999999999999,0.045918903106764074,4.9999000049999e-05,C
G-Force Driving Assistant,0.8999999999999999,0.060920178215148287,9.9000000099e-08,C
Paraglider Dashboard,0.8999999999999999,0.02791737297670302,4.9999000049999e-05,C
Putzmeister Experts,0.8999999999999999,0.08892255841746549,9.99000000999e-07,C
The World Ends With You,0.8999999999999999,0.1299260437137157,9.999000009999e-06,C
Exchange Bank - EB Mobile,0.8999999999999999,0.30994134501432624,9.99000000999e-07,C
H-Kakashi - theme Xperia™,0.8999999999999999,0.05391958316456899,4.9999000049999e-05,C
Typical EA Game,0.8999999999999999,0.03291779801283109,9.9000000099e-08,C
J Touch,0.8999999999999999,0.009445802893245927,9.999900009999899e-05,C
Cut the Rope GOLD,0.8999999999999999,0.42995154588139994,0.000999999000999999,C
J. Cole Albums (2007-2017),0.8999999999999999,0.07292119830185566,9.99000000999e-07,C
Chinese Chess ( Xiangqi Free ),0.8999999999999999,0.040918468069785933,4.9999000049999e-05,C
KDRAMA Amino for K-Drama Fans,0.8999999999999999,0.6299685473265227,9.999900009999899e-05,C
Math Games for Pre-K - Grade 4,0.8999999999999999,0.22993454443627712,9.99000000999e-07,C
Krypton by krypt.co,0.8999999999999999,0.1299260437137157,9.99000000999e-07,C
CASE K-12 Math English Science,0.8999999999999999,0.02091677792612372,9.999000009999e-06,C
Magic Tiles - Blackpink Edition (K-Pop),0.8999999999999999,0.7099753479045718,9.999900009999899e-05,C
EXO-L,0.8999999999999999,0.008565728086887386,0.000999999000999999,C
Sniper Gun Shot 3D: Impossible Missions,0.8999999999999999,0.3399438952310947,9.9000000099e-08,C
Cerulean Heart,0.8999999999999999,0.2499362445807894,9.999000009999e-06,C
Lock 'n' Roll Pro - Ad Free,0.8999999999999999,0.1299260437137157,9.99000000999e-07,C
DX Simulation for Double Dx Henshin Belt 2018,0.8999999999999999,0.10992434356920339,4.999000004999e-06,C
DX Simulation for Kabuto Henshin Belt 2018,0.8999999999999999,0.07192111329463005,4.999000004999e-06,C
Oddworld: New 'n' Tasty,0.8999999999999999,0.3399438952310947,9.999000009999e-06,C
Planet O - Icon Pack,0.8999999999999999,0.23993539450853324,9.999000009999e-06,C
DX Simulation for OOO Dx Belt,0.8999999999999999,0.30994134501432624,9.999000009999e-06,C
Piczle Lines DX,0.8999999999999999,0.25993709465304554,4.999000004999e-06,C
Android P | Xperia™ Theme 4800+ icons,0.8999999999999999,0.3899481455923754,9.9000000099e-08,C
Theme Android P for LG G7 & V35,0.8999999999999999,0.04491881809953846,9.9000000099e-08,C
Theme Android P Black for LG G7 & V35,0.8999999999999999,0.04291864808508723,9.9000000099e-08,C
BZ Fingers,0.8999999999999999,0.031917713005605475,4.9000000049000004e-08,C
Go,0.8999999999999999,0.10992434356920339,4.999000004999e-06,C
G-Switch 3,0.8999999999999999,0.3899481455923754,9.999900009999899e-05,C
BK Suraj bhai,0.8999999999999999,0.03091762799837986,9.99000000999e-07,C
New Holland Agriculture T5 EC,0.8999999999999999,0.14992774385822796,9.99000000999e-07,C
Podcast Addict,0.8999999999999999,0.09992349349694725,0.0049999990049999984,C
Podcast App: Free & Offline Podcasts by Player FM,0.8999999999999999,0.18993114414725254,0.000999999000999999,C
RT News (Russia Today),0.8999999999999999,0.1399268937859718,0.000999999000999999,C
Sync for reddit,0.8999999999999999,0.08592230339578864,0.000499999000499999,C
EH!,0.8999999999999999,0.08692238840301426,9.99000000999e-07,C
"GPS Speedometer, Distance Meter",0.8999999999999999,0.05391958316456899,0.000999999000999999,C
Inventory & Barcode scanner & WIFI scanner,0.8999999999999999,0.1799302940749964,4.9999000049999e-05,C
Dance Magic Fashion Style Games,0.8999999999999999,0.4599540960981684,9.999900009999899e-05,C
Dog Sim Online: Raise a Family,0.8999999999999999,0.7399778981213403,0.0049999990049999984,A
Color by Number - Draw Sandbox Pixel Art,0.8999999999999999,0.14992774385822796,0.000999999000999999,C
Build a Bridge!,0.8999999999999999,0.7399778981213403,0.009999999009999998,A
Gymnastics Superstar - Spin your way to gold!,0.8999999999999999,0.3399438952310947,0.009999999009999998,A
Dragon Sim Online: Be A Dragon,0.8999999999999999,0.6599710975432912,0.0049999990049999984,A
Fortune City - A Finance App,0.8999999999999999,0.9099923493496948,0.000499999000499999,C
Cat Sim Online: Play with Cats,0.8999999999999999,0.8099838486271332,0.0049999990049999984,A
eG Monitor,0.8999999999999999,0.07492136831630689,9.9000000099e-08,C
C Programming Zone,0.8999999999999999,0.03991839306341039,4.9999000049999e-05,C
Carrier Landings Pro,0.8999999999999999,0.30994134501432624,9.999000009999e-06,C
codeEazy - C/C++/JAVA,0.8999999999999999,0.021916862933349334,9.999000009999e-06,C
Special Forces Group 2,0.8999999999999999,0.28993964486981394,0.009999999009999998,C
101 C Programming Problems,0.8999999999999999,0.049919243135666536,4.9999000049999e-05,C
Hitman Sniper,0.8999999999999999,0.28993964486981394,0.009999999009999998,C
Geometry Dash Meltdown,0.8999999999999999,0.47995579624268064,0.04999999905,A
Koi Live Wallpaper,0.8999999999999999,0.11992519364145952,9.999900009999899e-05,C
Mind Games Pro,0.8999999999999999,0.1799302940749964,9.999900009999899e-05,C
Kiamichi EC,0.8999999999999999,0.03891830805618478,9.99000000999e-07,C
Video Downloader for Facebook,0.8999999999999999,0.03091762799837986,0.04999999905,C
F-Secure SENSE,0.8999999999999999,0.1299260437137157,4.999000004999e-06,C
Offline Jízdní řády CG Transit,0.8999999999999999,0.06992094328017881,9.999900009999899e-05,C
Parallel Space - Multiple accounts & Two face,0.8999999999999999,0.07392128330908128,0.0999999991,C
BkEmu - BK-0010/11M emulator,0.8999999999999999,0.013916182875544423,9.999000009999e-06,C
US DV Lottery 2019,0.8999999999999999,0.03991839306341039,9.99000000999e-07,C
DV-2019 UK/British,0.8999999999999999,0.04191856307786162,4.999000004999e-06,C
Light X - Icon Pack,0.8999999999999999,0.23993539450853324,9.999000009999e-06,C
Guide (for X-MEN),0.8999999999999999,0.16992944400274027,9.999900009999899e-05,C
Dr. Parker : Real car parking simulation,0.8999999999999999,0.9499957496387192,0.000999999000999999,C
Dr. Driving 2,0.8999999999999999,0.18993114414725254,0.009999999009999998,C
X-Wing Squadron Builder,0.8999999999999999,0.49995749638719295,9.999900009999899e-05,C
JW Caleb y Sofia,0.8999999999999999,0.018916607911672493,0.000499999000499999,C
Antivirus & Mobile Security,0.8999999999999999,0.049919243135666536,0.009999999009999998,C
Flashlight Ultimate,0.8999999999999999,0.049919243135666536,0.000999999000999999,C
Z Origins - (Z The Game),0.8999999999999999,0.3699464454478631,4.9999000049999e-05,C
"Zapya - File Transfer, Sharing",0.8999999999999999,0.0899226434246911,0.009999999009999998,C
myGrow,0.8999999999999999,0.22993454443627712,9.99000000999e-07,C
The Walking Zombie: Dead City,0.8999999999999999,0.9599965997109754,0.000999999000999999,C
RPG Dragon Lapis,0.8999999999999999,0.5599625968207297,9.999900009999899e-05,C
Z-Empire: Dead Strike,0.8999999999999999,0.18993114414725254,9.999000009999e-06,C
Angry Birds Blast,0.8999999999999999,0.9899991499277438,0.009999999009999998,A
LightMeter (noAds),0.8999999999999999,0.11992519364145952,9.999000009999e-06,C
5 Minute Ab Workouts,0.8999999999999999,0.08392213338133742,4.9999000049999e-05,C
Coupons for Dairy Queen,0.8999999999999999,0.03891830805618478,9.9000000099e-08,C
Qeek for Instagram - Zoom profile insta DP,0.8999999999999999,0.09092272843191672,0.000499999000499999,C
Fifa World Cup 2018: Photo Frame Editor & DP Maker,0.8999999999999999,0.08692238840301426,9.999900009999899e-05,C
"Goal Meter: Goal Tracker, Habit Changer,To-Do List",0.8999999999999999,0.1999319942195087,9.999900009999899e-05,C
Safe Notes - Secure Ad-free notepad,0.8999999999999999,0.0074756354290114665,4.9999000049999e-05,C
"Notes : Colorful Notepad Note,To Do,Reminder,Memo",0.8999999999999999,0.0899226434246911,0.000999999000999999,C
"My Effectiveness: To do, Tasks",0.8999999999999999,0.08392213338133742,0.000499999000499999,C
"Ike - To-Do List, Task List",0.8999999999999999,0.06292034822959952,9.999900009999899e-05,C
Alchemy Classic Ad Free,0.8999999999999999,0.0899226434246911,9.999900009999899e-05,C
Maher EL Mouaikly - Offline,0.8999999999999999,0.025917202962251792,9.999000009999e-06,C
Dragon Nest M,0.8999999999999999,0.6199676972542666,9.999900009999899e-05,C
BK News Channel,0.8999999999999999,0.06792077326572758,9.999000009999e-06,C
X Home Bar - Free,0.8999999999999999,0.018916607911672493,9.999900009999899e-05,C
Flashlight X,0.8999999999999999,0.04291864808508723,0.000999999000999999,C
X-plore File Manager,0.8999999999999999,0.06392043323682513,0.009999999009999998,C
BK Murli Dictionary (H to E),0.8999999999999999,0.03891830805618478,9.999000009999e-06,C
DV Lottery Simulator,0.8999999999999999,0.012916097868318809,9.99000000999e-07,C
No.Diamond – Colors by Number,0.8999999999999999,0.23993539450853324,0.000999999000999999,C
US DV Lottery 2020 Apply,0.8999999999999999,0.019916692918898107,9.999000009999e-06,C
DV Car Service,0.8999999999999999,0.2499362445807894,9.9000000099e-08,C
S Player - Lightest and Most Powerful Video Player,0.8999999999999999,0.07092102828740443,0.000999999000999999,C
APUS Booster - Space Cleaner & Booster,0.8999999999999999,0.1299260437137157,0.009999999009999998,C
"DU GIF Maker: GIF Maker, Video to GIF & GIF Editor",0.8999999999999999,0.04291864808508723,0.000499999000499999,C
AT&T Mobile Transfer,0.8999999999999999,0.25993709465304554,0.009999999009999998,C
Caller ID & Call Block - DU Caller,0.8999999999999999,0.1399268937859718,0.0049999990049999984,C
DU Antivirus Security - Applock & Privacy Guard,0.8999999999999999,0.09992349349694725,0.009999999009999998,C
FunnyPixels - Color by number Sandbox,0.8999999999999999,0.037918223048959164,9.999900009999899e-05,C
Wheelie Challenge,0.8999999999999999,0.509958346459449,0.0049999990049999984,A
Color by Number: Pixel Art,0.8999999999999999,0.3399438952310947,0.000999999000999999,C
I Love U Theme&Emoji Keyboard,0.8999999999999999,0.034917968027282316,9.999900009999899e-05,C
WhatsCall Free Global Phone Call App & Cheap Calls,0.8999999999999999,0.2699379447253017,0.009999999009999998,C
Channel U,0.8999999999999999,0.1399268937859718,9.99000000999e-07,C
ReadyOp DT,0.8999999999999999,0.01091592785386758,9.99000000999e-07,C
Butterfly Pixel Art - coloring by number,0.8999999999999999,0.1299260437137157,9.999900009999899e-05,C
Bloons TD 5,0.8999999999999999,0.9399948995664631,0.000999999000999999,C
DT Driving Test Theory,0.8999999999999999,0.01591635288999565,9.999000009999e-06,C
Draft Simulator for FUT 18,0.8999999999999999,1.0,0.0049999990049999984,A
"Meet U - Get Friends for Snapchat, Kik & Instagram",0.8999999999999999,0.05391958316456899,9.999900009999899e-05,C
MegaN64 (N64 Emulator),0.8999999999999999,0.11992519364145952,0.009999999009999998,C
DS App Manager,0.8999999999999999,0.02091677792612372,9.99000000999e-07,C
DraStic DS Emulator,0.8999999999999999,0.11992519364145952,0.000999999000999999,C
VivaVideo - Video Editor & Photo Movie,0.8999999999999999,0.39994899566463155,0.0999999991,A
Dr. Splorchy Presents Space Heroes,0.8999999999999999,0.30994134501432624,9.9000000099e-08,C
Easy V-Bux free,0.8999999999999999,0.028917457983928634,4.999000004999e-06,C
Clean Master Lite - For Low-End Phone,0.8999999999999999,0.05091932814289215,0.04999999905,C
English Conversation Courses,0.8999999999999999,0.06792077326572758,0.000999999000999999,C
Toddler Kids Puzzles PUZZINGO,0.8999999999999999,0.5999659971097543,0.000999999000999999,C
WiFi Monitor Pro - analyzer of Wi-Fi networks,0.8999999999999999,0.02391703294780056,9.99000000999e-07,C
Khan Academy,0.8999999999999999,0.20993284429176481,0.0049999990049999984,C
1LINE – One Line with One Touch,0.8999999999999999,0.09992349349694725,0.009999999009999998,C
Speed Reading,0.8999999999999999,0.10992434356920339,0.000499999000499999,C
English for beginners,0.8999999999999999,0.2699379447253017,0.000999999000999999,C
Flame - درب عقلك يوميا,0.8999999999999999,0.3699464454478631,0.000999999000999999,C
Live 4D Results ! (MY & SG),0.8999999999999999,0.031917713005605475,0.0049999990049999984,C
Stick War: Legacy,0.8999999999999999,0.7699804483381087,0.009999999009999998,A
Learn English Words Free,0.8999999999999999,0.1399268937859718,0.0049999990049999984,C
Signal Info,0.8999999999999999,0.034917968027282316,9.999000009999e-06,C
Horoscopes – Daily Zodiac Horoscope and Astrology,0.8999999999999999,0.10992434356920339,0.009999999009999998,C
"edX - Online Courses by Harvard, MIT & more",0.8999999999999999,0.09992349349694725,0.000999999000999999,C
"Black Wallpaper, AMOLED, Dark Background: Darkify",0.8999999999999999,0.7999829985548772,0.0049999990049999984,A
Rush,0.8999999999999999,0.509958346459449,0.009999999009999998,A
Learn C++,0.8999999999999999,0.05291949815734338,0.000999999000999999,C
Learn JavaScript,0.8999999999999999,0.05391958316456899,0.000999999000999999,C
Ready4 SAT (Prep4 SAT),0.8999999999999999,0.47995579624268064,9.999900009999899e-05,C
Socratic - Math Answers & Homework Help,0.8999999999999999,0.05391958316456899,0.000999999000999999,C
Ready4 GMAT (Prep4 GMAT),0.8999999999999999,0.4699549461704245,9.999900009999899e-05,C
LinkedIn Learning: Online Courses to Learn Skills,0.8999999999999999,0.1799302940749964,0.000999999000999999,C
Forgotten Hill Mementoes,0.8999999999999999,0.5599625968207297,9.999900009999899e-05,C
Super ABC! Learning games for kids! Preschool apps,0.8999999999999999,0.4599540960981684,0.000999999000999999,C
Learn English with Aco,0.8999999999999999,0.06492051824405075,0.000999999000999999,C
Bird Sounds & Bird Ringtones for Free 2018,0.8999999999999999,0.11992519364145952,9.999000009999e-06,C
MOMOLAND BBoom BBoom,0.8999999999999999,0.1999319942195087,9.999900009999899e-05,C
Essential Resources,0.8999999999999999,0.0,4.9999000049999e-05,C
Motorola Spotlight Player™,0.8999999999999999,0.03291779801283109,0.009999999009999998,C
Chakra Cleansing,0.8999999999999999,0.9899991499277438,4.9999000049999e-05,C
Best New Ringtones 2018 Free 🔥 For Android™,0.8999999999999999,0.20993284429176481,9.999900009999899e-05,C
House app: beautiful everyday ~,0.8999999999999999,0.09992349349694725,0.000499999000499999,C
TED,0.8999999999999999,0.1799302940749964,0.009999999009999998,C
Diary with lock,0.8999999999999999,0.043918733092312846,0.009999999009999998,C
Barcelona Live 2018—Goals & News for Barca FC Fans,0.8999999999999999,0.37994729552011924,9.999000009999e-06,C
Fruit Block - Puzzle Legend,0.8999999999999999,0.32994304515883854,0.009999999009999998,A
Shadow Fight 2,0.8999999999999999,0.8799897991329263,0.0999999991,A
Block Puzzle,0.8999999999999999,0.07792162333798373,0.0049999990049999984,C
Alto's Adventure,0.8999999999999999,0.6299685473265227,0.009999999009999998,A
Clash Royale,0.8999999999999999,0.9699974497832315,0.0999999991,A
PIP-Camera FN Photo Effect,0.8999999999999999,0.0899226434246911,9.99000000999e-07,C
"CM Browser - Ad Blocker , Fast Download , Privacy",0.8999999999999999,0.060920178215148287,0.04999999905,C
Major Mayhem,0.8999999999999999,0.3899481455923754,0.009999999009999998,A
How it Works: FN SCAR assault rifle,0.8999999999999999,0.44995324602591225,9.999000009999e-06,C
Email TypeApp - Mail App,0.8999999999999999,0.4399523959536561,0.000999999000999999,C
"The Ledger - Lakeland, Florida",0.8999999999999999,0.05691983818624583,4.999000004999e-06,C
JusTalk - Free Video Calls and Fun Video Chat,0.8999999999999999,0.25993709465304554,0.0049999990049999984,C
Monster High™ Minis Mania,0.8999999999999999,0.6999744978323157,0.000999999000999999,C
Florida Map offline,0.8999999999999999,0.1799302940749964,9.99000000999e-07,C
WedMeGood - Wedding Planner,0.8999999999999999,0.0969232384752704,9.999900009999899e-05,C
Dating for 50 plus Mature Singles – FINALLY,0.8999999999999999,0.1299260437137157,0.000499999000499999,C
Florida - Pocket Brainbook,0.8999999999999999,0.11992519364145952,9.99000000999e-07,C
Papyrus Ex,0.8999999999999999,0.0018151542881144898,9.999900009999899e-05,C
Results for FL Lottery,0.8999999999999999,0.07092102828740443,9.999000009999e-06,C
justWink Greeting Cards,0.8999999999999999,0.14992774385822796,0.000999999000999999,C
Scratch-Off Guide for FL Lotto,0.8999999999999999,0.05591975317902022,4.999000004999e-06,C
FL Lottery Results,0.8999999999999999,0.03091762799837986,4.9999000049999e-05,C
FL SW Fishing Regulations,0.8999999999999999,0.23993539450853324,9.99000000999e-07,C
War Robots,0.8999999999999999,0.32994304515883854,0.04999999905,A
JOANN - Crafts & Coupons,0.8999999999999999,0.11992519364145952,0.000999999000999999,C
EZ Quran,0.8999999999999999,0.08492221838856304,4.9999000049999e-05,C
Jewels Legend - Match 3 Puzzle,0.8999999999999999,0.49995749638719295,0.009999999009999998,A
Pronunciation and know the name of the caller from his number,0.8999999999999999,0.013916182875544423,0.000499999000499999,C
HTC Sense Input - FA,0.8999999999999999,0.01591635288999565,9.999900009999899e-05,C
Live Talk - Free Text and Video Chat,0.8999999999999999,0.049919243135666536,9.999000009999e-06,C
Redfin Real Estate,0.8999999999999999,0.18993114414725254,0.000999999000999999,C
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,0.8999999999999999,0.5199591965317052,0.000999999000999999,C
"Laftel - Watching and Announcing Snooping, Streaming",0.8999999999999999,0.3499447453033508,9.999900009999899e-05,C
Financial Calculator India,0.8999999999999999,0.03891830805618478,0.000999999000999999,C
RollerCoaster Tycoon® Classic,0.8999999999999999,0.6899736477600595,9.999900009999899e-05,C
Fruit Cube Blast,0.8999999999999999,0.7999829985548772,0.000499999000499999,C
USE Credit Union Mobile,0.8999999999999999,0.1399268937859718,9.999000009999e-06,C
Garden Fruit Legend,0.8999999999999999,0.32994304515883854,0.000499999000499999,C
Discover Mobile,0.8999999999999999,0.6799727976878035,0.0049999990049999984,A
Fitbit Coach,0.8999999999999999,0.5999659971097543,0.000999999000999999,C
Chase Mobile,0.8999999999999999,0.3199421950865824,0.009999999009999998,A
Formula DRIFT,0.8999999999999999,0.18993114414725254,9.999000009999e-06,C
Nike Training Club - Workouts & Fitness Plans,0.8999999999999999,0.9299940494942069,0.009999999009999998,A
DELISH KITCHEN - FREE recipe movies make food fun and easy!,0.8999999999999999,0.1299260437137157,0.000999999000999999,C
Workout Tracker & Gym Trainer - Fitness Log Book,0.8999999999999999,0.20993284429176481,0.000499999000499999,C
"Fabulous: Motivate Me! Meditate, Relax, Sleep",0.8999999999999999,0.30994134501432624,0.0049999990049999984,A
Underdog FC,0.8999999999999999,0.39994899566463155,9.999000009999e-06,C
1. FC Köln App,0.8999999999999999,0.40994984573688764,9.999900009999899e-05,C
Henry Danger Crime Warp,0.8999999999999999,0.2799387947975578,0.000999999000999999,C
Couch to 10K Running Trainer,0.8999999999999999,0.47995579624268064,0.000499999000499999,C
Baby ABC in box! Kids alphabet games for toddlers!,0.8999999999999999,0.5299600466039613,0.000999999000999999,C
Easy and quick desserts,0.8999999999999999,0.09992349349694725,9.999900009999899e-05,C
8fit Workouts & Meal Planner,0.8999999999999999,0.6699719476155473,0.009999999009999998,A
Piano Kids - Music & Songs,0.8999999999999999,0.49995749638719295,0.009999999009999998,A
Abs Workout - 30 Days Fitness App for Six Pack Abs,0.8999999999999999,0.10992434356920339,9.999900009999899e-05,C
Drawing for Kids Learning Games for Toddlers age 3,0.8999999999999999,0.42995154588139994,0.000999999000999999,C
Om Waleed Sweets,0.8999999999999999,0.22993454443627712,9.999900009999899e-05,C
"Eat Fast Prepare ""Without Internet""",0.8999999999999999,0.16992944400274027,0.000999999000999999,C
Six Packs for Man–Body Building with No Equipment,0.8999999999999999,0.07092102828740443,9.999900009999899e-05,C
Lose Belly Fat-Home Abs Fitness Workout,0.8999999999999999,0.08792247341023987,4.9999000049999e-05,C
Sydney FC Official App,0.8999999999999999,0.16992944400274027,4.999000004999e-06,C
OpenTable: Restaurants Near Me,0.8999999999999999,0.18993114414725254,0.0049999990049999984,C
EatStreet Food Delivery App,0.8999999999999999,0.2499362445807894,9.999900009999899e-05,C
"JStock - Stock Market, Portfolio & News",0.8999999999999999,0.09092272843191672,0.000499999000499999,C
Sworkit: Workouts & Fitness Plans,0.8999999999999999,0.7799812984103649,0.0049999990049999984,A
Relaxing Sounds,0.8999999999999999,0.39994899566463155,9.999900009999899e-05,C
Mobills: Budget Planner,0.8999999999999999,0.15992859393048411,0.000999999000999999,C
ColorFul - Adult Coloring Book,0.8999999999999999,0.18993114414725254,0.0049999990049999984,C
FC Bayern Munich,0.8999999999999999,0.7099753479045718,0.000999999000999999,C
Meme Generator,0.8999999999999999,0.5299600466039613,9.999900009999899e-05,C
MyPlate Calorie Tracker,0.8999999999999999,0.1799302940749964,0.000999999000999999,C
my4D,0.8999999999999999,0.08692238840301426,9.999900009999899e-05,C
Vivid Seats – Event Tickets,0.8999999999999999,0.5299600466039613,0.000999999000999999,C
My Oasis - Calming and Relaxing Idle Clicker Game,0.8999999999999999,0.9399948995664631,0.000999999000999999,C
LBB - Find New & Unique Things To Do Around You,0.8999999999999999,0.1399268937859718,9.999900009999899e-05,C
Series Valley of the Wolves full of part,0.8999999999999999,0.10992434356920339,4.9999000049999e-05,C
"PTI Flex Maker, Photo Frame Editor & Songs 2018",0.8999999999999999,0.1299260437137157,9.999000009999e-06,C
Tracks,0.8999999999999999,0.39994899566463155,4.9999000049999e-05,C
Endurance Lifestyle,0.8999999999999999,0.037918223048959164,4.99000000499e-07,C
EMI Calculator | FD Calculator | RD calculator,0.8999999999999999,0.043918733092312846,9.999000009999e-06,C
"Spot On Period, Birth Control, & Cycle Tracker",0.8999999999999999,0.23993539450853324,0.000499999000499999,C
"Eve Period Tracker - Love, Sex & Relationships App",0.8999999999999999,0.2799387947975578,0.000999999000999999,C
Best Ovulation Tracker Fertility Calendar App Glow,0.8999999999999999,0.22993454443627712,0.000999999000999999,C
Capital One® Mobile,0.8999999999999999,0.789982148482621,0.009999999009999998,A
The Bump Pregnancy Tracker,0.8999999999999999,0.21993369436402097,0.000999999000999999,C
I’m Expecting - Pregnancy App,0.8999999999999999,0.4899566463149368,0.000999999000999999,C
Headspace: Meditation & Mindfulness,0.8999999999999999,0.3899481455923754,0.009999999009999998,A
"Prism Pay Bills, Track Money, Personal Finance",0.8999999999999999,0.3199421950865824,0.000499999000499999,C
Monefy - Money Manager,0.8999999999999999,0.07392128330908128,0.000999999000999999,C
Meditation Studio,0.8999999999999999,0.28993964486981394,9.999000009999e-06,C
"Meditation Music - Relax, Yoga",0.8999999999999999,0.2799387947975578,0.000999999000999999,C
Experian - Free Credit Report,0.8999999999999999,0.4599540960981684,0.000999999000999999,C
Branch,0.8999999999999999,0.037918223048959164,0.000999999000999999,C
CreditWise from Capital One,0.8999999999999999,0.08392213338133742,0.000999999000999999,C
"NerdWallet: Personal Finance, Credit Score & Cash",0.8999999999999999,0.2799387947975578,9.999900009999899e-05,C
"Hurdlr: Track Mileage, Expenses, and Log Receipts",0.8999999999999999,0.18993114414725254,9.999900009999899e-05,C
Clash of Clans,0.8999999999999999,0.9799982998554877,0.0999999991,A
FJ Drive: Mercedes-Benz Lease,0.8999999999999999,0.2699379447253017,9.999000009999e-06,C
"Pedometer, Step Counter & Weight Loss Tracker App",0.8999999999999999,0.2699379447253017,0.009999999009999998,C
Score! Hero,0.8999999999999999,0.9599965997109754,0.0999999991,A
"Used car is the first car - used car purchase, used car quotation, dealer information to",0.8999999999999999,0.18993114414725254,0.000999999000999999,C
auto fines,0.8999999999999999,0.16992944400274027,0.000999999000999999,C
Pedi STAT,0.8999999999999999,0.028917457983928634,9.999000009999e-06,C
Invoice & Time Tracking - Zoho,0.8999999999999999,0.08592230339578864,9.999900009999899e-05,C
Avokiddo Emotions,0.8999999999999999,0.11992519364145952,9.99000000999e-07,C
Neon Blue Gaming Wallpaper&Theme fo Lenovo K8 Note,0.8999999999999999,0.019916692918898107,4.99000000499e-07,C
Pin-fo,0.8999999999999999,0.01591635288999565,4.99000000499e-07,C
MLB TAP SPORTS BASEBALL 2018,0.8999999999999999,0.8199846986993894,0.000999999000999999,C
Medical ID - In Case of Emergency (ICE),0.8999999999999999,0.05391958316456899,4.999000004999e-06,C
Dream League Soccer 2018,0.8999999999999999,0.7399778981213403,0.0999999991,A
Ice Crush 2018 - A new Puzzle Matching Adventure,0.8999999999999999,0.2499362445807894,0.000999999000999999,C
Super Cars Wallpapers And Backgrounds,0.8999999999999999,0.0339178830200567,4.9999000049999e-05,C
Talking Tom Gold Run,0.8999999999999999,0.7799812984103649,0.0999999991,A
